Fecha;A¤o;Mes;Dia;Sucursal;Cantidad;;;;;;
22/04/2018;2018;4;22;1002;122;;;;;;
22/04/2018;2018;4;22;1003;88;;;;;;
22/04/2018;2018;4;22;1004;58;;;;;;
22/04/2018;2018;4;22;1005;178;;;;;;
23/04/2018;2018;4;23;1001;67;;;;;;
23/04/2018;2018;4;23;1002;91;;;;;;
23/04/2018;2018;4;23;1003;144;;;;;;
23/04/2018;2018;4;23;1004;66;;;;;;
23/04/2018;2018;4;23;1005;173;;;;;;
24/04/2018;2018;4;24;1001;78;;;;;;
24/04/2018;2018;4;24;1002;92;;;;;;
24/04/2018;2018;4;24;1003;136;;;;;;
24/04/2018;2018;4;24;1004;86;;;;;;
24/04/2018;2018;4;24;1005;50;;;;;;
25/04/2018;2018;4;25;1001;107;;;;;;
25/04/2018;2018;4;25;1002;162;;;;;;
25/04/2018;2018;4;25;1003;65;;;;;;
25/04/2018;2018;4;25;1004;167;;;;;;
25/04/2018;2018;4;25;1005;108;;;;;;
26/04/2018;2018;4;26;1001;116;;;;;;
26/04/2018;2018;4;26;1002;119;;;;;;
26/04/2018;2018;4;26;1003;164;;;;;;
26/04/2018;2018;4;26;1004;64;;;;;;
26/04/2018;2018;4;26;1005;112;;;;;;
27/04/2018;2018;4;27;1001;166;;;;;;
27/04/2018;2018;4;27;1002;111;;;;;;
27/04/2018;2018;4;27;1003;176;;;;;;
27/04/2018;2018;4;27;1004;180;;;;;;
27/04/2018;2018;4;27;1005;77;;;;;;
28/04/2018;2018;4;28;1001;169;;;;;;
28/04/2018;2018;4;28;1002;103;;;;;;
28/04/2018;2018;4;28;1003;68;;;;;;
28/04/2018;2018;4;28;1004;167;;;;;;
28/04/2018;2018;4;28;1005;131;;;;;;
29/04/2018;2018;4;29;1001;129;;;;;;
29/04/2018;2018;4;29;1002;118;;;;;;
29/04/2018;2018;4;29;1003;90;;;;;;
29/04/2018;2018;4;29;1004;71;;;;;;
29/04/2018;2018;4;29;1005;99;;;;;;
30/04/2018;2018;4;30;1001;108;;;;;;
30/04/2018;2018;4;30;1002;124;;;;;;
30/04/2018;2018;4;30;1003;158;;;;;;
30/04/2018;2018;4;30;1004;141;;;;;;
30/04/2018;2018;4;30;1005;107;;;;;;
1/05/2018;2018;5;1;1001;156;;;;;;
1/05/2018;2018;5;1;1002;121;;;;;;
1/05/2018;2018;5;1;1003;126;;;;;;
1/05/2018;2018;5;1;1004;112;;;;;;
1/05/2018;2018;5;1;1005;93;;;;;;
2/05/2018;2018;5;2;1001;114;;;;;;
2/05/2018;2018;5;2;1002;164;;;;;;
2/05/2018;2018;5;2;1003;178;;;;;;
2/05/2018;2018;5;2;1004;132;;;;;;
2/05/2018;2018;5;2;1005;150;;;;;;
3/05/2018;2018;5;3;1001;103;;;;;;
3/05/2018;2018;5;3;1002;63;;;;;;
3/05/2018;2018;5;3;1003;164;;;;;;
3/05/2018;2018;5;3;1004;118;;;;;;
3/05/2018;2018;5;3;1005;131;;;;;;
4/05/2018;2018;5;4;1001;83;;;;;;
4/05/2018;2018;5;4;1002;116;;;;;;
4/05/2018;2018;5;4;1003;64;;;;;;
4/05/2018;2018;5;4;1004;93;;;;;;
4/05/2018;2018;5;4;1005;97;;;;;;
5/05/2018;2018;5;5;1001;133;;;;;;
5/05/2018;2018;5;5;1002;127;;;;;;
5/05/2018;2018;5;5;1003;175;;;;;;
5/05/2018;2018;5;5;1004;168;;;;;;
5/05/2018;2018;5;5;1005;95;;;;;;
6/05/2018;2018;5;6;1001;180;;;;;;
6/05/2018;2018;5;6;1002;172;;;;;;
6/05/2018;2018;5;6;1003;164;;;;;;
6/05/2018;2018;5;6;1004;109;;;;;;
6/05/2018;2018;5;6;1005;163;;;;;;
7/05/2018;2018;5;7;1001;152;;;;;;
7/05/2018;2018;5;7;1002;143;;;;;;
7/05/2018;2018;5;7;1003;132;;;;;;
7/05/2018;2018;5;7;1004;79;;;;;;
7/05/2018;2018;5;7;1005;140;;;;;;
8/05/2018;2018;5;8;1001;88;;;;;;
8/05/2018;2018;5;8;1002;128;;;;;;
8/05/2018;2018;5;8;1003;116;;;;;;
8/05/2018;2018;5;8;1004;108;;;;;;
8/05/2018;2018;5;8;1005;98;;;;;;
9/05/2018;2018;5;9;1001;158;;;;;;
9/05/2018;2018;5;9;1002;76;;;;;;
9/05/2018;2018;5;9;1003;112;;;;;;
9/05/2018;2018;5;9;1004;160;;;;;;
9/05/2018;2018;5;9;1005;78;;;;;;
10/05/2018;2018;5;10;1001;74;;;;;;
10/05/2018;2018;5;10;1002;169;;;;;;
10/05/2018;2018;5;10;1003;56;;;;;;
10/05/2018;2018;5;10;1004;139;;;;;;
10/05/2018;2018;5;10;1005;147;;;;;;
11/05/2018;2018;5;11;1001;165;;;;;;
11/05/2018;2018;5;11;1002;56;;;;;;
11/05/2018;2018;5;11;1003;72;;;;;;
11/05/2018;2018;5;11;1004;74;;;;;;
11/05/2018;2018;5;11;1005;170;;;;;;
12/05/2018;2018;5;12;1001;148;;;;;;
12/05/2018;2018;5;12;1002;93;;;;;;
12/05/2018;2018;5;12;1003;91;;;;;;
12/05/2018;2018;5;12;1004;161;;;;;;
12/05/2018;2018;5;12;1005;76;;;;;;
13/05/2018;2018;5;13;1001;64;;;;;;
13/05/2018;2018;5;13;1002;141;;;;;;
13/05/2018;2018;5;13;1003;154;;;;;;
13/05/2018;2018;5;13;1004;72;;;;;;
13/05/2018;2018;5;13;1005;134;;;;;;
14/05/2018;2018;5;14;1001;101;;;;;;
14/05/2018;2018;5;14;1002;89;;;;;;
14/05/2018;2018;5;14;1003;111;;;;;;
14/05/2018;2018;5;14;1004;164;;;;;;
14/05/2018;2018;5;14;1005;174;;;;;;
15/05/2018;2018;5;15;1001;150;;;;;;
15/05/2018;2018;5;15;1002;56;;;;;;
15/05/2018;2018;5;15;1003;146;;;;;;
15/05/2018;2018;5;15;1004;146;;;;;;
15/05/2018;2018;5;15;1005;52;;;;;;
16/05/2018;2018;5;16;1001;152;;;;;;
16/05/2018;2018;5;16;1002;93;;;;;;
16/05/2018;2018;5;16;1003;96;;;;;;
16/05/2018;2018;5;16;1004;163;;;;;;
16/05/2018;2018;5;16;1005;140;;;;;;
17/05/2018;2018;5;17;1001;123;;;;;;
17/05/2018;2018;5;17;1002;56;;;;;;
17/05/2018;2018;5;17;1003;124;;;;;;
17/05/2018;2018;5;17;1004;75;;;;;;
17/05/2018;2018;5;17;1005;87;;;;;;
18/05/2018;2018;5;18;1001;93;;;;;;
18/05/2018;2018;5;18;1002;102;;;;;;
18/05/2018;2018;5;18;1003;75;;;;;;
18/05/2018;2018;5;18;1004;93;;;;;;
18/05/2018;2018;5;18;1005;124;;;;;;
19/05/2018;2018;5;19;1001;108;;;;;;
19/05/2018;2018;5;19;1002;94;;;;;;
19/05/2018;2018;5;19;1003;160;;;;;;
19/05/2018;2018;5;19;1004;65;;;;;;
19/05/2018;2018;5;19;1005;95;;;;;;
20/05/2018;2018;5;20;1001;50;;;;;;
20/05/2018;2018;5;20;1002;125;;;;;;
20/05/2018;2018;5;20;1003;80;;;;;;
20/05/2018;2018;5;20;1004;109;;;;;;
20/05/2018;2018;5;20;1005;64;;;;;;
21/05/2018;2018;5;21;1001;64;;;;;;
21/05/2018;2018;5;21;1002;89;;;;;;
21/05/2018;2018;5;21;1003;51;;;;;;
21/05/2018;2018;5;21;1004;135;;;;;;
21/05/2018;2018;5;21;1005;59;;;;;;
22/05/2018;2018;5;22;1001;110;;;;;;
22/05/2018;2018;5;22;1002;61;;;;;;
22/05/2018;2018;5;22;1003;61;;;;;;
22/05/2018;2018;5;22;1004;82;;;;;;
22/05/2018;2018;5;22;1005;102;;;;;;
23/05/2018;2018;5;23;1001;151;;;;;;
23/05/2018;2018;5;23;1002;137;;;;;;
23/05/2018;2018;5;23;1003;176;;;;;;
23/05/2018;2018;5;23;1004;173;;;;;;
23/05/2018;2018;5;23;1005;157;;;;;;
24/05/2018;2018;5;24;1001;106;;;;;;
24/05/2018;2018;5;24;1002;142;;;;;;
24/05/2018;2018;5;24;1003;153;;;;;;
24/05/2018;2018;5;24;1004;61;;;;;;
24/05/2018;2018;5;24;1005;74;;;;;;
25/05/2018;2018;5;25;1001;107;;;;;;
25/05/2018;2018;5;25;1002;92;;;;;;
25/05/2018;2018;5;25;1003;108;;;;;;
25/05/2018;2018;5;25;1004;140;;;;;;
25/05/2018;2018;5;25;1005;53;;;;;;
26/05/2018;2018;5;26;1001;147;;;;;;
26/05/2018;2018;5;26;1002;61;;;;;;
26/05/2018;2018;5;26;1003;87;;;;;;
26/05/2018;2018;5;26;1004;139;;;;;;
26/05/2018;2018;5;26;1005;107;;;;;;
27/05/2018;2018;5;27;1001;156;;;;;;
27/05/2018;2018;5;27;1002;153;;;;;;
27/05/2018;2018;5;27;1003;140;;;;;;
27/05/2018;2018;5;27;1004;136;;;;;;
27/05/2018;2018;5;27;1005;140;;;;;;
28/05/2018;2018;5;28;1001;180;;;;;;
28/05/2018;2018;5;28;1002;73;;;;;;
28/05/2018;2018;5;28;1003;109;;;;;;
28/05/2018;2018;5;28;1004;78;;;;;;
28/05/2018;2018;5;28;1005;158;;;;;;
29/05/2018;2018;5;29;1001;107;;;;;;
29/05/2018;2018;5;29;1002;97;;;;;;
29/05/2018;2018;5;29;1003;69;;;;;;
29/05/2018;2018;5;29;1004;152;;;;;;
29/05/2018;2018;5;29;1005;135;;;;;;
30/05/2018;2018;5;30;1001;108;;;;;;
30/05/2018;2018;5;30;1002;104;;;;;;
30/05/2018;2018;5;30;1003;69;;;;;;
30/05/2018;2018;5;30;1004;168;;;;;;
30/05/2018;2018;5;30;1005;132;;;;;;
31/05/2018;2018;5;31;1001;129;;;;;;
31/05/2018;2018;5;31;1002;100;;;;;;
31/05/2018;2018;5;31;1003;85;;;;;;
31/05/2018;2018;5;31;1004;94;;;;;;
31/05/2018;2018;5;31;1005;74;;;;;;
1/06/2018;2018;6;1;1001;113;;;;;;
1/06/2018;2018;6;1;1002;175;;;;;;
1/06/2018;2018;6;1;1003;69;;;;;;
1/06/2018;2018;6;1;1004;83;;;;;;
1/06/2018;2018;6;1;1005;112;;;;;;
2/06/2018;2018;6;2;1001;72;;;;;;
2/06/2018;2018;6;2;1002;70;;;;;;
2/06/2018;2018;6;2;1003;79;;;;;;
2/06/2018;2018;6;2;1004;72;;;;;;
2/06/2018;2018;6;2;1005;70;;;;;;
3/06/2018;2018;6;3;1001;58;;;;;;
3/06/2018;2018;6;3;1002;71;;;;;;
3/06/2018;2018;6;3;1003;139;;;;;;
3/06/2018;2018;6;3;1004;116;;;;;;
3/06/2018;2018;6;3;1005;125;;;;;;
4/06/2018;2018;6;4;1001;132;;;;;;
4/06/2018;2018;6;4;1002;121;;;;;;
4/06/2018;2018;6;4;1003;104;;;;;;
4/06/2018;2018;6;4;1004;100;;;;;;
4/06/2018;2018;6;4;1005;76;;;;;;
5/06/2018;2018;6;5;1001;63;;;;;;
5/06/2018;2018;6;5;1002;71;;;;;;
5/06/2018;2018;6;5;1003;132;;;;;;
5/06/2018;2018;6;5;1004;139;;;;;;
5/06/2018;2018;6;5;1005;129;;;;;;
6/06/2018;2018;6;6;1001;63;;;;;;
6/06/2018;2018;6;6;1002;172;;;;;;
6/06/2018;2018;6;6;1003;82;;;;;;
6/06/2018;2018;6;6;1004;78;;;;;;
6/06/2018;2018;6;6;1005;116;;;;;;
7/06/2018;2018;6;7;1001;157;;;;;;
7/06/2018;2018;6;7;1002;131;;;;;;
7/06/2018;2018;6;7;1003;78;;;;;;
7/06/2018;2018;6;7;1004;98;;;;;;
7/06/2018;2018;6;7;1005;99;;;;;;
8/06/2018;2018;6;8;1001;177;;;;;;
8/06/2018;2018;6;8;1002;151;;;;;;
8/06/2018;2018;6;8;1003;152;;;;;;
8/06/2018;2018;6;8;1004;90;;;;;;
8/06/2018;2018;6;8;1005;115;;;;;;
9/06/2018;2018;6;9;1001;175;;;;;;
9/06/2018;2018;6;9;1002;101;;;;;;
9/06/2018;2018;6;9;1003;85;;;;;;
9/06/2018;2018;6;9;1004;100;;;;;;
9/06/2018;2018;6;9;1005;179;;;;;;
10/06/2018;2018;6;10;1001;86;;;;;;
10/06/2018;2018;6;10;1002;123;;;;;;
10/06/2018;2018;6;10;1003;55;;;;;;
10/06/2018;2018;6;10;1004;122;;;;;;
10/06/2018;2018;6;10;1005;122;;;;;;
11/06/2018;2018;6;11;1001;176;;;;;;
11/06/2018;2018;6;11;1002;172;;;;;;
11/06/2018;2018;6;11;1003;66;;;;;;
11/06/2018;2018;6;11;1004;149;;;;;;
11/06/2018;2018;6;11;1005;122;;;;;;
12/06/2018;2018;6;12;1001;154;;;;;;
12/06/2018;2018;6;12;1002;170;;;;;;
12/06/2018;2018;6;12;1003;168;;;;;;
12/06/2018;2018;6;12;1004;132;;;;;;
12/06/2018;2018;6;12;1005;62;;;;;;
13/06/2018;2018;6;13;1001;104;;;;;;
13/06/2018;2018;6;13;1002;167;;;;;;
13/06/2018;2018;6;13;1003;59;;;;;;
13/06/2018;2018;6;13;1004;59;;;;;;
13/06/2018;2018;6;13;1005;93;;;;;;
14/06/2018;2018;6;14;1001;69;;;;;;
14/06/2018;2018;6;14;1002;165;;;;;;
14/06/2018;2018;6;14;1003;172;;;;;;
14/06/2018;2018;6;14;1004;167;;;;;;
14/06/2018;2018;6;14;1005;117;;;;;;
15/06/2018;2018;6;15;1001;180;;;;;;
15/06/2018;2018;6;15;1002;172;;;;;;
15/06/2018;2018;6;15;1003;173;;;;;;
15/06/2018;2018;6;15;1004;96;;;;;;
15/06/2018;2018;6;15;1005;166;;;;;;
16/06/2018;2018;6;16;1001;77;;;;;;
16/06/2018;2018;6;16;1002;150;;;;;;
16/06/2018;2018;6;16;1003;150;;;;;;
16/06/2018;2018;6;16;1004;179;;;;;;
16/06/2018;2018;6;16;1005;54;;;;;;
17/06/2018;2018;6;17;1001;177;;;;;;
17/06/2018;2018;6;17;1002;116;;;;;;
17/06/2018;2018;6;17;1003;100;;;;;;
17/06/2018;2018;6;17;1004;106;;;;;;
17/06/2018;2018;6;17;1005;162;;;;;;
18/06/2018;2018;6;18;1001;157;;;;;;
18/06/2018;2018;6;18;1002;128;;;;;;
18/06/2018;2018;6;18;1003;58;;;;;;
18/06/2018;2018;6;18;1004;53;;;;;;
18/06/2018;2018;6;18;1005;98;;;;;;
19/06/2018;2018;6;19;1001;107;;;;;;
19/06/2018;2018;6;19;1002;122;;;;;;
19/06/2018;2018;6;19;1003;82;;;;;;
19/06/2018;2018;6;19;1004;108;;;;;;
19/06/2018;2018;6;19;1005;116;;;;;;
20/06/2018;2018;6;20;1001;126;;;;;;
20/06/2018;2018;6;20;1002;129;;;;;;
20/06/2018;2018;6;20;1003;75;;;;;;
20/06/2018;2018;6;20;1004;72;;;;;;
20/06/2018;2018;6;20;1005;135;;;;;;
21/06/2018;2018;6;21;1001;139;;;;;;
21/06/2018;2018;6;21;1002;174;;;;;;
21/06/2018;2018;6;21;1003;76;;;;;;
21/06/2018;2018;6;21;1004;84;;;;;;
21/06/2018;2018;6;21;1005;50;;;;;;
22/06/2018;2018;6;22;1001;111;;;;;;
22/06/2018;2018;6;22;1002;65;;;;;;
22/06/2018;2018;6;22;1003;119;;;;;;
22/06/2018;2018;6;22;1004;113;;;;;;
22/06/2018;2018;6;22;1005;139;;;;;;
23/06/2018;2018;6;23;1001;150;;;;;;
23/06/2018;2018;6;23;1002;151;;;;;;
23/06/2018;2018;6;23;1003;66;;;;;;
23/06/2018;2018;6;23;1004;63;;;;;;
23/06/2018;2018;6;23;1005;92;;;;;;
24/06/2018;2018;6;24;1001;124;;;;;;
24/06/2018;2018;6;24;1002;148;;;;;;
24/06/2018;2018;6;24;1003;178;;;;;;
24/06/2018;2018;6;24;1004;179;;;;;;
24/06/2018;2018;6;24;1005;75;;;;;;
25/06/2018;2018;6;25;1001;98;;;;;;
25/06/2018;2018;6;25;1002;97;;;;;;
25/06/2018;2018;6;25;1003;177;;;;;;
25/06/2018;2018;6;25;1004;174;;;;;;
25/06/2018;2018;6;25;1005;139;;;;;;
26/06/2018;2018;6;26;1001;141;;;;;;
26/06/2018;2018;6;26;1002;112;;;;;;
26/06/2018;2018;6;26;1003;132;;;;;;
26/06/2018;2018;6;26;1004;148;;;;;;
26/06/2018;2018;6;26;1005;154;;;;;;
27/06/2018;2018;6;27;1001;127;;;;;;
27/06/2018;2018;6;27;1002;122;;;;;;
27/06/2018;2018;6;27;1003;179;;;;;;
27/06/2018;2018;6;27;1004;147;;;;;;
27/06/2018;2018;6;27;1005;164;;;;;;
28/06/2018;2018;6;28;1001;117;;;;;;
28/06/2018;2018;6;28;1002;146;;;;;;
28/06/2018;2018;6;28;1003;174;;;;;;
28/06/2018;2018;6;28;1004;158;;;;;;
28/06/2018;2018;6;28;1005;168;;;;;;
29/06/2018;2018;6;29;1001;134;;;;;;
29/06/2018;2018;6;29;1002;50;;;;;;
29/06/2018;2018;6;29;1003;59;;;;;;
29/06/2018;2018;6;29;1004;173;;;;;;
29/06/2018;2018;6;29;1005;148;;;;;;
30/06/2018;2018;6;30;1001;79;;;;;;
30/06/2018;2018;6;30;1002;86;;;;;;
30/06/2018;2018;6;30;1003;175;;;;;;
30/06/2018;2018;6;30;1004;105;;;;;;
30/06/2018;2018;6;30;1005;60;;;;;;
1/07/2018;2018;7;1;1001;176;;;;;;
1/07/2018;2018;7;1;1002;132;;;;;;
1/07/2018;2018;7;1;1003;105;;;;;;
1/07/2018;2018;7;1;1004;82;;;;;;
1/07/2018;2018;7;1;1005;140;;;;;;
2/07/2018;2018;7;2;1001;85;;;;;;
2/07/2018;2018;7;2;1002;106;;;;;;
2/07/2018;2018;7;2;1003;95;;;;;;
2/07/2018;2018;7;2;1004;134;;;;;;
2/07/2018;2018;7;2;1005;119;;;;;;
3/07/2018;2018;7;3;1001;127;;;;;;
3/07/2018;2018;7;3;1002;173;;;;;;
3/07/2018;2018;7;3;1003;60;;;;;;
3/07/2018;2018;7;3;1004;94;;;;;;
3/07/2018;2018;7;3;1005;59;;;;;;
4/07/2018;2018;7;4;1001;158;;;;;;
4/07/2018;2018;7;4;1002;59;;;;;;
4/07/2018;2018;7;4;1003;146;;;;;;
4/07/2018;2018;7;4;1004;141;;;;;;
4/07/2018;2018;7;4;1005;71;;;;;;
5/07/2018;2018;7;5;1001;151;;;;;;
5/07/2018;2018;7;5;1002;76;;;;;;
5/07/2018;2018;7;5;1003;97;;;;;;
5/07/2018;2018;7;5;1004;170;;;;;;
5/07/2018;2018;7;5;1005;176;;;;;;
6/07/2018;2018;7;6;1001;146;;;;;;
6/07/2018;2018;7;6;1002;179;;;;;;
6/07/2018;2018;7;6;1003;118;;;;;;
6/07/2018;2018;7;6;1004;80;;;;;;
6/07/2018;2018;7;6;1005;176;;;;;;
7/07/2018;2018;7;7;1001;120;;;;;;
7/07/2018;2018;7;7;1002;74;;;;;;
7/07/2018;2018;7;7;1003;105;;;;;;
7/07/2018;2018;7;7;1004;162;;;;;;
7/07/2018;2018;7;7;1005;72;;;;;;
8/07/2018;2018;7;8;1001;129;;;;;;
8/07/2018;2018;7;8;1002;179;;;;;;
8/07/2018;2018;7;8;1003;88;;;;;;
8/07/2018;2018;7;8;1004;148;;;;;;
8/07/2018;2018;7;8;1005;70;;;;;;
9/07/2018;2018;7;9;1001;65;;;;;;
9/07/2018;2018;7;9;1002;94;;;;;;
9/07/2018;2018;7;9;1003;156;;;;;;
9/07/2018;2018;7;9;1004;180;;;;;;
9/07/2018;2018;7;9;1005;68;;;;;;
10/07/2018;2018;7;10;1001;163;;;;;;
10/07/2018;2018;7;10;1002;51;;;;;;
10/07/2018;2018;7;10;1003;64;;;;;;
10/07/2018;2018;7;10;1004;180;;;;;;
10/07/2018;2018;7;10;1005;122;;;;;;
11/07/2018;2018;7;11;1001;66;;;;;;
11/07/2018;2018;7;11;1002;56;;;;;;
11/07/2018;2018;7;11;1003;58;;;;;;
11/07/2018;2018;7;11;1004;161;;;;;;
11/07/2018;2018;7;11;1005;155;;;;;;
12/07/2018;2018;7;12;1001;108;;;;;;
12/07/2018;2018;7;12;1002;124;;;;;;
12/07/2018;2018;7;12;1003;107;;;;;;
12/07/2018;2018;7;12;1004;135;;;;;;
12/07/2018;2018;7;12;1005;78;;;;;;
13/07/2018;2018;7;13;1001;118;;;;;;
13/07/2018;2018;7;13;1002;107;;;;;;
13/07/2018;2018;7;13;1003;77;;;;;;
13/07/2018;2018;7;13;1004;89;;;;;;
13/07/2018;2018;7;13;1005;103;;;;;;
14/07/2018;2018;7;14;1001;123;;;;;;
14/07/2018;2018;7;14;1002;135;;;;;;
14/07/2018;2018;7;14;1003;134;;;;;;
14/07/2018;2018;7;14;1004;171;;;;;;
14/07/2018;2018;7;14;1005;152;;;;;;
15/07/2018;2018;7;15;1001;139;;;;;;
15/07/2018;2018;7;15;1002;52;;;;;;
15/07/2018;2018;7;15;1003;110;;;;;;
15/07/2018;2018;7;15;1004;134;;;;;;
15/07/2018;2018;7;15;1005;171;;;;;;
16/07/2018;2018;7;16;1001;56;;;;;;
16/07/2018;2018;7;16;1002;106;;;;;;
16/07/2018;2018;7;16;1003;126;;;;;;
16/07/2018;2018;7;16;1004;177;;;;;;
16/07/2018;2018;7;16;1005;124;;;;;;
17/07/2018;2018;7;17;1001;161;;;;;;
17/07/2018;2018;7;17;1002;57;;;;;;
17/07/2018;2018;7;17;1003;162;;;;;;
17/07/2018;2018;7;17;1004;83;;;;;;
17/07/2018;2018;7;17;1005;73;;;;;;
18/07/2018;2018;7;18;1001;97;;;;;;
18/07/2018;2018;7;18;1002;65;;;;;;
18/07/2018;2018;7;18;1003;153;;;;;;
18/07/2018;2018;7;18;1004;178;;;;;;
18/07/2018;2018;7;18;1005;59;;;;;;
19/07/2018;2018;7;19;1001;117;;;;;;
19/07/2018;2018;7;19;1002;135;;;;;;
19/07/2018;2018;7;19;1003;153;;;;;;
19/07/2018;2018;7;19;1004;175;;;;;;
19/07/2018;2018;7;19;1005;98;;;;;;
20/07/2018;2018;7;20;1001;77;;;;;;
20/07/2018;2018;7;20;1002;116;;;;;;
20/07/2018;2018;7;20;1003;171;;;;;;
20/07/2018;2018;7;20;1004;56;;;;;;
20/07/2018;2018;7;20;1005;55;;;;;;
21/07/2018;2018;7;21;1001;100;;;;;;
21/07/2018;2018;7;21;1002;166;;;;;;
21/07/2018;2018;7;21;1003;65;;;;;;
21/07/2018;2018;7;21;1004;60;;;;;;
21/07/2018;2018;7;21;1005;56;;;;;;
22/07/2018;2018;7;22;1001;155;;;;;;
22/07/2018;2018;7;22;1002;150;;;;;;
22/07/2018;2018;7;22;1003;77;;;;;;
22/07/2018;2018;7;22;1004;131;;;;;;
22/07/2018;2018;7;22;1005;166;;;;;;
23/07/2018;2018;7;23;1001;61;;;;;;
23/07/2018;2018;7;23;1002;136;;;;;;
23/07/2018;2018;7;23;1003;170;;;;;;
23/07/2018;2018;7;23;1004;61;;;;;;
23/07/2018;2018;7;23;1005;123;;;;;;
24/07/2018;2018;7;24;1001;87;;;;;;
24/07/2018;2018;7;24;1002;164;;;;;;
24/07/2018;2018;7;24;1003;92;;;;;;
24/07/2018;2018;7;24;1004;70;;;;;;
24/07/2018;2018;7;24;1005;94;;;;;;
25/07/2018;2018;7;25;1001;129;;;;;;
25/07/2018;2018;7;25;1002;143;;;;;;
25/07/2018;2018;7;25;1003;127;;;;;;
25/07/2018;2018;7;25;1004;122;;;;;;
25/07/2018;2018;7;25;1005;167;;;;;;
26/07/2018;2018;7;26;1001;72;;;;;;
26/07/2018;2018;7;26;1002;134;;;;;;
26/07/2018;2018;7;26;1003;76;;;;;;
26/07/2018;2018;7;26;1004;146;;;;;;
26/07/2018;2018;7;26;1005;109;;;;;;
27/07/2018;2018;7;27;1001;106;;;;;;
27/07/2018;2018;7;27;1002;177;;;;;;
27/07/2018;2018;7;27;1003;59;;;;;;
27/07/2018;2018;7;27;1004;56;;;;;;
27/07/2018;2018;7;27;1005;118;;;;;;
28/07/2018;2018;7;28;1001;97;;;;;;
28/07/2018;2018;7;28;1002;122;;;;;;
28/07/2018;2018;7;28;1003;157;;;;;;
28/07/2018;2018;7;28;1004;126;;;;;;
28/07/2018;2018;7;28;1005;132;;;;;;
29/07/2018;2018;7;29;1001;60;;;;;;
29/07/2018;2018;7;29;1002;69;;;;;;
29/07/2018;2018;7;29;1003;116;;;;;;
29/07/2018;2018;7;29;1004;100;;;;;;
29/07/2018;2018;7;29;1005;78;;;;;;
30/07/2018;2018;7;30;1001;72;;;;;;
30/07/2018;2018;7;30;1002;111;;;;;;
30/07/2018;2018;7;30;1003;86;;;;;;
30/07/2018;2018;7;30;1004;84;;;;;;
30/07/2018;2018;7;30;1005;59;;;;;;
31/07/2018;2018;7;31;1001;100;;;;;;
31/07/2018;2018;7;31;1002;54;;;;;;
31/07/2018;2018;7;31;1003;110;;;;;;
31/07/2018;2018;7;31;1004;64;;;;;;
31/07/2018;2018;7;31;1005;125;;;;;;
1/08/2018;2018;8;1;1001;140;;;;;;
1/08/2018;2018;8;1;1002;98;;;;;;
1/08/2018;2018;8;1;1003;124;;;;;;
1/08/2018;2018;8;1;1004;89;;;;;;
1/08/2018;2018;8;1;1005;180;;;;;;
2/08/2018;2018;8;2;1001;107;;;;;;
2/08/2018;2018;8;2;1002;80;;;;;;
2/08/2018;2018;8;2;1003;141;;;;;;
2/08/2018;2018;8;2;1004;98;;;;;;
2/08/2018;2018;8;2;1005;168;;;;;;
3/08/2018;2018;8;3;1001;92;;;;;;
3/08/2018;2018;8;3;1002;157;;;;;;
3/08/2018;2018;8;3;1003;69;;;;;;
3/08/2018;2018;8;3;1004;55;;;;;;
3/08/2018;2018;8;3;1005;85;;;;;;
4/08/2018;2018;8;4;1001;103;;;;;;
4/08/2018;2018;8;4;1002;68;;;;;;
4/08/2018;2018;8;4;1003;50;;;;;;
4/08/2018;2018;8;4;1004;131;;;;;;
4/08/2018;2018;8;4;1005;66;;;;;;
5/08/2018;2018;8;5;1001;155;;;;;;
5/08/2018;2018;8;5;1002;130;;;;;;
5/08/2018;2018;8;5;1003;141;;;;;;
5/08/2018;2018;8;5;1004;180;;;;;;
5/08/2018;2018;8;5;1005;58;;;;;;
6/08/2018;2018;8;6;1001;97;;;;;;
6/08/2018;2018;8;6;1002;81;;;;;;
6/08/2018;2018;8;6;1003;52;;;;;;
6/08/2018;2018;8;6;1004;54;;;;;;
6/08/2018;2018;8;6;1005;110;;;;;;
7/08/2018;2018;8;7;1001;91;;;;;;
7/08/2018;2018;8;7;1002;85;;;;;;
7/08/2018;2018;8;7;1003;162;;;;;;
7/08/2018;2018;8;7;1004;92;;;;;;
7/08/2018;2018;8;7;1005;93;;;;;;
8/08/2018;2018;8;8;1001;148;;;;;;
8/08/2018;2018;8;8;1002;71;;;;;;
8/08/2018;2018;8;8;1003;58;;;;;;
8/08/2018;2018;8;8;1004;69;;;;;;
8/08/2018;2018;8;8;1005;153;;;;;;
9/08/2018;2018;8;9;1001;134;;;;;;
9/08/2018;2018;8;9;1002;129;;;;;;
9/08/2018;2018;8;9;1003;64;;;;;;
9/08/2018;2018;8;9;1004;115;;;;;;
9/08/2018;2018;8;9;1005;87;;;;;;
10/08/2018;2018;8;10;1001;94;;;;;;
10/08/2018;2018;8;10;1002;180;;;;;;
10/08/2018;2018;8;10;1003;144;;;;;;
10/08/2018;2018;8;10;1004;52;;;;;;
10/08/2018;2018;8;10;1005;118;;;;;;
11/08/2018;2018;8;11;1001;151;;;;;;
11/08/2018;2018;8;11;1002;62;;;;;;
11/08/2018;2018;8;11;1003;147;;;;;;
11/08/2018;2018;8;11;1004;165;;;;;;
